Machine,IP,OS,Reg_Date,Vendor,Model,Serial,Tag,Warranty_Expiration,Warranty_Extension,Ship_Date,CPU,Disk,RAM,NIC,UUID,Building,Room,Rack,Size,Function,Level,Priority,Service,Department,Contact,Authorized_Requesters,Solutionary,Backup,Chef_Org,Hosting_Type
umcontent-test02.oit.umn.edu,134.84.231.164,rhel-x86_64-server-6,2012-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 9f ec ea cc eb ca-1a ac dd 0b c2 97 28 e9,VM,VM,NA,VM,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,7873,eth1-00:50:56:a3:12:1a-134.84.192.76 eth0-00:50:56:b0:5a:39-134.84.231.164,42309feceaccebca1aacdd0bc29728e9,WBOB,NA,NA,VM,UMContent Static test  user targeted,Development,3,Collaboration and Web Content,OIT,swadm@software.umn.edu,lars3064 myer0244 ryan ejolsen,No,NA,NA,NA
umd-eecadence-prd.oit.umn.edu,10.32.136.154,rhel-x86_64-server-7,2017-05-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 eb f1 87 87 47 93-06 71 68 ea 9d b0 88 77,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223ebf187874793067168ea9db08877,WBOB,VM,VM,VM,UMD EE Dept Cadence instruction Support,Production,3,Hosting,UMD,ywu@d.umn.edu,shollatz mzagrabel jhelder ywu,No,Yes,oit-hosting,Fully Managed
umf-ansible-dev-01.oit.umn.edu,128.101.122.111,rhel-x86_64-server-7,2017-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 76 24 1c b1 b8 68-94 dd dc 08 8a cd ca 32,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,422376241cb1b86894dddc088acdca32,WBOB,VM,VM,VM,Ansible development,Development,3,Hosting,Other,kmadson@umn.edu chauh001@umn.edu,kmadson chauh001,No,No,oit-hosting,Jointly Managed
umf-ansible-dev-02.oit.umn.edu,128.101.122.112,rhel-x86_64-server-7,2017-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cb 97 c8 50 b0 0a-c1 f9 3f aa 99 94 9e cc,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,984,NA,4223cb97c850b00ac1f93faa99949ecc,WBOB,NA,NA,NA,Ansible development,Development,2,Hosting,University Foundation,kmadson@umn.edu  chauh001@umn.edu,kmadson  chauh001,NA,NA,NA,NA
umf-ansible-dev-03.oit.umn.edu,134.84.192.218,rhel-x86_64-server-6,2017-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 72 cc 97 05 ee 91-06 24 12 a5 1a 5b 74 e4,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1990,eth0-00:50:56:a3:38:a5-134.84.192.218,422372cc9705ee91062412a51a5b74e4,WBOB,VM,VM,VM,Ansible development,Development,NA,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu steve074@umn.edu,kmadson chauh001 steve074,Yes,Yes,NA,NA
umf-avapi-dev-01.oit.umn.edu,134.84.231.45,rhel-x86_64-server-6,2017-03-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 02 43 0c d7 6b 98-7b 35 36 e6 4c bd e1 91,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1990,eth0-00:50:56:a3:17:ac-134.84.231.45,422302430cd76b987b3536e64cbde191,WBOB,VM,VM,VM,avapi-dev,Development,NA,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu steve074@umn.edu,kmadson chauh001 steve074,Yes,Yes,NA,NA
umf-avapi-tst-02.oit.umn.edu,134.84.231.46,rhel-x86_64-server-6,2017-03-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b9 ba 0c e8 a3 fa-06 24 78 0b aa 17 4d 75,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1990,eth0-00:50:56:a3:08:37-134.84.231.46,4223b9ba0ce8a3fa0624780baa174d75,WBOB,VM,VM,VM,avapi-tst,Test,NA,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu steve074@umn.edu,kmadson chauh001 steve074,Yes,Yes,NA,NA
umf-docker-dev-01.oit.umn.edu,128.101.122.121,rhel-x86_64-server-7,2017-06-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 17 fb 15 2f 64 a2-dc be 9b fd ac e0 a8 ff,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422317fb152f64a2dcbe9bfdace0a8ff,WBOB,VM,VM,VM,Docker development,Development,3,Hosting,Other,steve074@umn.edu,steve074,No,No,oit-hosting,Jointly Managed
umf-gshortlink-prd-weblink.oit.umn.edu,134.84.212.108,rhel-x86_64-server-7,2016-07-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 0e b1 39 47 2e 7a-93 b4 73 6b 99 46 fa f7,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,993,NA,42230eb139472e7a93b4736b9946faf7,WBOB,VM,VM,VM,PHP Short link Application,Production,1,Hosting,other,cmahan@umn.edu jorda249@umn.edu awojciec@umn.edu,cmahan@umn.edu steve074@umn.edu jorda249@umn.edu awojciec@umn.edu kmadson@umn.edu,No,Yes,NA,NA
umf-is11.oit.umn.edu,192.168.53.215,rhel-x86_64-server-6,2012-11-14,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 6f 9a 53 3c ec c0-b7 ad 88 e6 a4 d3 a3 10,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,30G,3958,eth0-00:50:56:a3:46:a5-192.168.53.215,42236f9a533cecc0b7ad88e6a4d3a310,WBOB,VM,VM,VM,Unspecified,Production,1,Hosting,OIT,gbeltt@umn.edu kmadson@umn.edu,gbeltt@umn.edu kmadson@umn.edu,Yes,Yes,NA,NA
umf-is13.oit.umn.edu,134.84.192.16,rhel-x86_64-server-6,2012-12-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b3 2a df fa 56 34-8e db 35 c8 4d c8 01 e4,NA,NA,NA,18 Dec 2012,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,1877,eth0-00:50:56:a3:18:b2-134.84.192.16,4223b32adffa56348edb35c84dc801e4,WBOB,NA,NA,NA,java mobile app,Production,2,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson aagaa001,No,NA,NA,NA
umf-is15.oit.umn.edu,134.84.192.18,rhel-x86_64-server-6,2012-12-20,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 c3 92 76 e8 52 30-dd c2 d7 63 45 a6 6c f5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,30G,2002,eth0-00:50:56:a3:18:ce-134.84.192.18,4223c39276e85230ddc2d76345a66cf5,WBOB,VM,VM,VM,online giving site with authorize.net SIM,Production,2,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson@umn.edu chauh001@umn.edu,No,Yes,NA,NA
umf-is16.oit.umn.edu,134.84.231.49,rhel-x86_64-server-6,2014-01-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2f 48 cf 2b a7 64-0f f3 3b d9 48 5c 87 fa,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,30G,1998,eth0-00:50:56:a3:4d:f8-134.84.231.49,42232f48cf2ba7640ff33bd9485c87fa,WBOB,VM,VM,VM,online payment prod site with authorize.net DPM method,Production,NA,Hosting,U Foundation,kmadson@umn.edu,kmadson chauh001,Yes,Yes,NA,NA
umf-is17.oit.umn.edu,134.84.192.30,rhel-x86_64-server-6,2013-01-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 46 07 9a ac 09 c2-f3 bd 93 84 fc 6c 47 3a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,25G,2002,eth0-00:50:56:a3:19:86-134.84.192.30,422346079aac09c2f3bd9384fc6c473a,WBOB,VM,VM,VM,apache httpd w/shib + apex listener for db,Production,1,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson@umn.edu chauh001@umn.edu,Yes,Yes,NA,NA
umf-is61.oit.umn.edu,192.168.53.214,rhel-x86_64-server-6,2012-11-14,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cc d9 7b 78 f9 a8-6b 75 c4 10 a4 9e bf 48,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,25G,1873,eth0-00:50:56:a3:46:a4-192.168.53.214,4223ccd97b78f9a86b75c410a49ebf48,WBOB,VM,VM,VM,Unspecified,Production,1,Hosting,OIT,gbeltt@umn.edu kmadson@umn.edu,gbeltt@umn.edu kmadson@umn.edu,Yes,Yes,NA,NA
umf-is63.oit.umn.edu,134.84.192.17,rhel-x86_64-server-6,2012-12-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 83 8d d5 8d 2f fd-e4 60 b2 0f 30 21 2d 99,NA,NA,NA,18 Dec 2012,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,1877,eth0-00:50:56:a3:18:b3-134.84.192.17,4223838dd58d2ffde460b20f30212d99,WBOB,NA,NA,NA,mobile test silo for departmental application,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu steve074@umn.edu,kmadson aagaa001,No,NA,NA,NA
umf-is65.oit.umn.edu,134.84.192.19,rhel-x86_64-server-6,2012-12-20,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2c fa a9 ff 60 0f-82 3c 3c 11 0b e0 25 ff,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,30G,2002,eth0-00:50:56:a3:18:cf-134.84.192.19,42232cfaa9ff600f823c3c110be025ff,WBOB,VM,VM,VM,online giving site with authorize.net SIM,Production,2,Hosting,U of MN Foundation,steve074@umn.edu chauh001@umn.edu,steve074@umn.edu kmadson@umn.edu chauh001@umn.edu,Yes,Yes,NA,NA
umf-is66.oit.umn.edu,134.84.192.139,rhel-x86_64-server-6,2014-01-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 50 80 61 8a 6e c1-da 51 ae 8a b6 84 32 6d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,30G,1998,eth0-00:50:56:a3:25:b1-134.84.192.139,42235080618a6ec1da51ae8ab684326d,WBOB,VM,VM,VM,Custom Application,Test,NA,Hosting,University of Minnesota Foundation,steve074@umn.edu kmadson@umn.edu,kmadson chauh001,Yes,Yes,NA,NA
umf-is67.oit.umn.edu,192.168.53.224,rhel-x86_64-server-6,2013-01-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f1 0f 68 73 b3 fb-e7 c2 f6 ea 3f a2 ac 24,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,25G,2002,eth0-00:50:56:a3:19:85-192.168.53.224,4223f10f6873b3fbe7c2f6ea3fa2ac24,WBOB,VM,VM,VM,apache httpd w/shib + apex listener for db,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson@umn.edu chauh001@umn.edu,Yes,Yes,NA,NA
umf-is81.oit.umn.edu,192.168.53.18,rhel-x86_64-server-6,2012-10-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ed 97 04 37 fc fd-51 5e 13 54 ab af 74 ea,NA,NA,NA,19 Oct 2012,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,1877,eth0-00:50:56:a3:1c:8e-192.168.53.18,4223ed970437fcfd515e1354abaf74ea,WBOB,NA,NA,NA,development,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson,No,NA,NA,NA
umf-is83.oit.umn.edu,134.84.192.2,rhel-x86_64-server-6,2012-10-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 1f 5e 2e 4f 9d 04-0c 15 2b 49 41 c1 bb 34,NA,NA,NA,19 Oct 2012,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,1877,eth0-00:50:56:a3:1c:8d-134.84.192.2,42231f5e2e4f9d040c152b4941c1bb34,WBOB,NA,NA,NA,development,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu steve074@umn.edu,kmadson,No,NA,NA,NA
umf-is85.oit.umn.edu,134.84.192.3,rhel-x86_64-server-6,2012-10-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 50 8a 3e bb e8 95-d7 c9 56 c9 82 0a 3a 02,NA,NA,NA,19 Oct 2012,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,1877,eth0-00:50:56:a3:1c:90-134.84.192.3,4223508a3ebbe895d7c956c9820a3a02,WBOB,NA,NA,NA,development,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu steve074@umn.edu,kmadson steve074,No,NA,NA,NA
umf-is87.oit.umn.edu,192.168.53.147,rhel-x86_64-server-6,2013-01-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4d 52 10 50 09 de-e5 51 28 53 66 4d 74 0f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,25G,1873,eth0-00:50:56:a3:19:84-192.168.53.147,42234d52105009dee5512853664d740f,WBOB,VM,VM,VM,apache httpd w/shib + apex listener for db,Development,2,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu,kmadson@umn.edu chauh001@umn.edu,Yes,Yes,NA,NA
umf-is89.oit.umn.edu,192.168.53.14,rhel-x86_64-server-6,2013-09-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 81 23 15 1f 9e fd-c6 9b ae 92 48 de c6 4f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,25G,1998,eth0-00:50:56:a3:5d:5f-192.168.53.14,42238123151f9efdc69bae9248dec64f,WBOB,VM,VM,VM,dev departmental drupal instance using apache/mysql,Development,3,Hosting,OIT,kmadson chauh001,kmadson chauh001,Yes,Yes,NA,NA
umf-ws-dev.oit.umn.edu,134.84.192.217,rhel-x86_64-server-6,2017-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 1c eb ae c5 4b a8-95 75 d1 05 2b b7 85 c3,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1990,eth0-00:50:56:a3:5b:30-134.84.192.217,42231cebaec54ba89575d1052bb785c3,WBOB,VM,VM,VM,ws-dev,Development,NA,Hosting,U of MN Foundation,kmadson@umn.edu chauh001@umn.edu steve074@umn.edu,kmadson chauh001 steve074,Yes,Yes,NA,NA
umii-images-prd.oit.umn.edu,192.168.216.27,rhel-x86_64-server-6,2016-05-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 9e 7a c0 a7 bd 88-ed 3d b5 7c 9f ec 5b 27,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,7986,eth0-00:50:56:a3:67:d4-192.168.216.27,42239e7ac0a7bd88ed3db57c9fec5b27,WBOB,VM,VM,VM,Bisque or OMERO image database,Production,NA,Hosting,UMII,dulles@umn.edu  tpengo@umn.edu,dulles tpengo,Yes,Yes,NA,NA
umm-apphost.oit.umn.edu,134.84.231.97,rhel-x86_64-server-5,2011-07-11,VMware  Inc.,VMware Virtual Platform None,VMware-42 30 74 11 21 cc 5e b5-e7 7a bb 82 19 60 9a e7,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,64GB,1002,eth0-00:50:56:b0:00:a3-134.84.231.97,4230741121cc5eb5e77abb8219609ae7,WBOB,NA,NA,NA,Production PHP web app server,Production,NA,Hosting,UMM Computing Services (office: UMM Computing Svcs),UMMSECURITY@lists.umn.edu,jmarkvo zaskem matt,NA,NA,NA,NA
umm-apps-prd-web.oit.umn.edu,128.101.122.49,rhel-x86_64-server-7,2017-01-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cb c4 3b f3 e4 ef-f9 31 da 9c 9c 35 43 5a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223cbc43bf3e4eff931da9c9c35435a,WBOB,VM,VM,VM,Web/Application hosting,Production,3,Hosting,UMM,matt@morris.umn.edu,matt markvo zaskem,No,Yes,oit-hosting,Fully Managed
umm-apps-tst-web.oit.umn.edu,128.101.122.48,rhel-x86_64-server-7,2017-01-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 21 72 b0 92 b6 01-92 37 3a fe c6 d9 d2 78,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,42232172b092b60192373afec6d9d278,WBOB,VM,VM,VM,Web/Application hosting dev/test env,Test,3,Hosting,UMM,matt@morris.umn.edu,matt markvo zaskem,No,No,oit-hosting,Fully Managed
umm-census.oit.umn.edu,134.84.231.103,rhel-x86_64-server-6,2011-08-31,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 04 1e c4 c5 09 ea-c8 a5 e6 9b e1 58 3d 71,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,20GB,1877,eth0-00:50:56:b0:00:c3-134.84.231.103,4230041ec4c509eac8a5e69be1583d71,WBOB,NA,NA,NA,Visualization of public census data,Production,1,Hosting,UMM Computing Services,asch0045@umn.edu sungurea@morris.umn.edu orthx055@morris.umn.edu,asch0045 sungurea orthx055,No,NA,NA,NA
umm-csci-neo4j.oit.umn.edu,192.168.53.130,rhel-x86_64-server-6,2014-09-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 23 eb f6 5c ab b0-b3 4a 29 af 3a 4a 0d d5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,128G,7993,eth0-00:50:56:a3:21:b2-192.168.53.130,422323ebf65cabb0b34a29af3a4a0dd5,WBOB,VM,VM,VM,Research on using graph databases to collect and analyze geneology data.,Test,NA,Hosting,CS  Division of Science and Math UM Moris,mcphee@morris.umn.edu,mcphee@morris.umn.edu,Yes,Yes,NA,NA
umm-energydev.oit.umn.edu,134.84.192.126,rhel-x86_64-server-6,2013-10-31,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f6 e5 76 20 0c 6a-5f 5b 02 8d 36 c5 0b 01,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,50G,1998,eth1-00:50:56:a3:12:6b-134.84.192.126,4223f6e576200c6a5f5b028d36c50b01,WBOB,VM,VM,VM,web,Development,3,Hosting,UMM Computing Services,jhall@umn.edu,mcphee matt markvo,Yes,Yes,NA,NA
umm-minecraft.oit.umn.edu,134.84.192.121,rhel-x86_64-server-6,2013-12-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d1 93 c8 47 3c 9e-ba 65 ef b5 67 b7 8f a0,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,32G,1998,eth0-00:50:56:a3:2f:4b-134.84.192.121,4223d193c8473c9eba65efb567b78fa0,WBOB,VM,VM,VM,Server for Minecraft student organization,Production,NA,Hosting,UMM Computing Services,pete9443@umn.edu mega0022@umn.edu yadea003@umn.edu vinkx009@umn.edu,pete9443 mega0022 yadea003 vinkx009,Yes,Yes,NA,NA
umm-webhost.oit.umn.edu,134.84.231.98,rhel-x86_64-server-5,2011-07-11,VMware  Inc.,VMware Virtual Platform None,VMware-42 30 f1 04 73 7f a2 52-db cc 41 c8 51 f0 54 88,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,142G,2010,eth0-00:50:56:b0:00:a2-134.84.231.98,4230f104737fa252dbcc41c851f05488,WBOB,VM,VM,NA,Prod www server,Production,1,Hosting,UM Morris,UMMSECURITY@lists.umn.edu,markvo zaskem matt,No,NA,NA,NA
umr-database-prd-database-01.oit.umn.edu,128.101.122.29,rhel-x86_64-server-7,2016-05-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 70 a7 c7 fa 69 1b-cb 6d 14 c0 e8 f0 03 06,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1840,NA,422370a7c7fa691bcb6d14c0e8f00306,WBOB,VM,VM,VM,DB Server WEB Server um.r.umn.edu,Production,1,Hosting,UMR,laljalil@umn.edu shan0178@umn.edu,laljalil@umn.edu shan0178@umn.edu,No,Yes,NA,NA
umr-iseal-dev-test-02.oit.umn.edu,134.84.231.13,rhel-x86_64-server-6,2017-01-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ab 9d 7e 9a 68 32-00 34 17 28 c1 9a c0 b7,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,1990,eth0-00:50:56:a3:78:9e-134.84.231.13,4223ab9d7e9a683200341728c19ac0b7,WBOB,VM,VM,VM,iSEAL testing,Development,NA,Hosting,OIT,shan0178@umn.edu laljalil@umn.edu,shan0178 laljalil,Yes,Yes,NA,NA
umriseal.oit.umn.edu,134.84.231.109,rhel-x86_64-server-6,2011-10-12,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 09 02 44 2e 0e ec-e8 76 e0 f4 32 fc a8 82,VM,VM,NA,VM,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,VM,7873,eth0-00:50:56:b0:00:c6-134.84.231.109,42300902442e0eece876e0f432fca882,WBOB,VM,VM,VM,UMR's curriculum management system  iSEAL,Production,1,Hosting,University of Minnesota Rochester (IT),umriseal@umn.edu,laljalil@umn.edu shan0178@umn.edu mason170@umn.edu,No,NA,NA,NA
umriseal-test.oit.umn.edu,134.84.231.185,rhel-x86_64-server-6,2012-05-01,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 a4 26 30 f8 e9 7f-50 fd be 94 c0 ad 97 19,NA,NA,NA,01 May 2012,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,7873,eth0-00:50:56:b0:72:5a-134.84.231.185,4230a42630f8e97f50fdbe94c0ad9719,WBOB,NA,VM,NA,UMR's curriculum management system  iSEAL test,Test,3,Hosting,University of Minnesota Rochester (IT),umriseal@umn.edu,laljalil@umn.edu shan0178@umn.edu mason170@umn.edu,No,NA,NA,NA
umr-proxy.oit.umn.edu,134.84.192.97,rhel-x86_64-server-6,2015-05-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a8 03 01 af e6 02-83 02 6d fa 87 48 02 3c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,55G,1998,eth0-00:50:56:a3:62:88-134.84.192.97,4223a80301afe60283026dfa8748023c,WBOB,VM,VM,VM,mail proxy,Production,NA,Messaging and Calendaring,OIT,tmg@umn.edu,tmg laljalil shan0178,Yes,Yes,NA,NA
umr-web-server-prd-02.oit.umn.edu,128.101.122.18,rhel-x86_64-server-7,2016-10-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 8e ca 35 01 d9 ce-70 a9 88 fe 19 7b f6 81,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3784,NA,42238eca3501d9ce70a988fe197bf681,WBOB,VM,VM,VM,Web Server,Production,1,Hosting,UMR,laljalil@r.umn.edu,laljalil@umn.edu shan0178@umn.edu,No,Yes,NA,NA
unite-alternate-prd-03.oit.umn.edu,128.101.122.103,rhel-x86_64-server-7,2017-03-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 75 34 31 55 38 46-66 77 9f 7a d7 27 1b c4,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422375343155384666779f7ad7271bc4,WBOB,VM,VM,VM,Alternate streaming server,Production,3,Hosting,CSE,sustacek@umn.edu,sustacek,No,Yes,oit-hosting,Fully Managed
unite-server1.oit.umn.edu,134.84.192.62,rhel-x86_64-server-6,2013-05-03,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cb 86 14 8b 49 5a-a8 71 ce bc ab 7f 46 bb,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,50G,3954,eth1-00:50:56:a3:36:43-134.84.231.154 eth0-00:50:56:a3:64:db-134.84.192.62,4223cb86148b495aa871cebcab7f46bb,WBOB,VM,VM,VM,Web server and Wowza Streaming Server,Test,3,Hosting,UNITE,sustacek@umn.edu eric1796@umn.edu,sustacek,Yes,Yes,NA,NA
uofm-webwork.oit.umn.edu,134.84.192.96,rhel-x86_64-server-6,2013-08-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 02 f2 26 67 57 89-cc d3 f6 30 52 d0 6a fb,NA,NA,NA,06 Aug 2013,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,8001,eth0-00:50:56:a3:71:27-134.84.192.96,422302f226675789ccd3f63052d06afb,WBOB,Virtual,Virtual,NA,administering student work assignments through webwork application,Production,2,Hosting,UMR,laljalil@umn.edu shan0178@umn.edu mason170@umn.edu,laljalil@umn.edu shan0178@umn.edu mason170@umn.edu,No,NA,NA,NA
ur-dev6.oit.umn.edu,192.168.53.122,rhel-x86_64-server-6,2011-10-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 22 61 1d 01 be 81-3c 01 ba ac 7d 97 a2 59,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,1877,eth0-00:50:56:b0:00:78-192.168.53.122,423022611d01be813c01baac7d97a259,WBOB,NA,NA,NA,web app redevelopment and testing using Shib  new app development,Development,3,Hosting,University Relations,urweb@umn.edu,piep0072@umn.edu  casper@umn.edu,No,NA,NA,NA
ur-gob.oit.umn.edu,192.168.53.242,rhel-x86_64-server-6,2013-04-01,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f9 a7 89 af e2 8a-37 3b 92 50 8f 87 80 b6,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40G,1998,eth0-00:50:56:a3:6b:bc-192.168.53.242,4223f9a789afe28a373b92508f8780b6,WBOB,VM,VM,VM,Internet tools for our team and department and mixed dev/testing,Development,2,Hosting,University Relations,urweb@umn.edu,hart0554@umn.edu  piep0072@umn.edu,Yes,Yes,NA,NA
ur-p6.oit.umn.edu,134.84.231.188,rhel-x86_64-server-6,2012-05-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ee 1a 59 d9 cb 39-ec d2 d8 b9 5e b6 c3 89,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,1877,eth0-00:50:56:a3:0c:ec-134.84.231.188 eth0:1-00:50:56:a3:0c:ec-134.84.231.200,4223ee1a59d9cb39ecd2d8b95eb6c389,WBOB,NA,NA,NA,contact information for univ senior leadership. information on crisis management and communications management procedures in case of emergency.,Production,1,Hosting,University Relations,urweb@umn.edu,piep0072@umn.edu,yes,NA,NA,NA
